base	number	argnum	definition	note	definition_fin	note_fin
puolustaa	1	1	Defenfed	NULL	Asia tai taho, jota puolustetaan	NULL
puolustaa	1	2	Instrument	(tags: rare)	Väline	NULL
puolustautua	1	1	Entity defending oneself	NULL	Taho, joka puolustautuu	NULL
puolustautua	1	2	Against what	NULL	Mitä vastaan	NULL
puolustella	1	0	Defender	NULL	Puolustaja	NULL
puolustella	1	1	Defenfed	NULL	Asia tai taho, jota puolustetaan	NULL
puolustella	1	2	Instrument	(tags: rare)	Väline	NULL
pureksia	1	0	Entity chewing	NULL	Taho, joka pureskelee	NULL
pureksia	1	1	Food	NULL	Ruoka	NULL
pureutua	1	0	Biter	NULL	Pureutuja	NULL
pureutua	1	1	Entity bitten	NULL	Kohde	NULL
puristaa	1	0	Entity squeezing	NULL	Taho, joka puristaa	NULL
puristaa	1	1	Thing under pressure	NULL	Asia, johon paine kohdistuu	NULL
purjehtia	1	0	Person sailing	NULL	Henkilö, joka purjehtii	NULL
purjehtia	1	1	Vessel	If no arg0!	Alus	Jos ei arg1:ä!
purkaa	1	0	Entity knocking down	NULL	Purkaja	NULL
purkaa	1	1	Thing knocked down	NULL	Purettava kohde	NULL
purkaantua	1	1	Thing being cancelled	NULL	Asia, joka peruuntuu	NULL
purkaantua	1	2	CAU	NULL	CAU	NULL
purkaantua	2	1	Thing erupting, source	E.g. a volcano	Asia, joka purkaantuu, lähde	Esim. tulivuori
purkaantua	2	2	Substance spread	E.g. lava (can also be subject!)	Aine, jota leviää	Esim. laava (voi olla myös subjekti!)
purkautua	1	1	Thing being cancelled	NULL	Asia, joka peruuntuu	NULL
purkautua	1	2	CAU	NULL	CAU	NULL
purkautua	2	1	Thing erupting, source	E.g. a volcano, not always subject	Asia, joka purkaantuu, lähde	Esim. tulivuori, ei aina subjekti
purkautua	2	2	Substance spread	E.g. lava (can also be subject!)	Aine, jota leviää	Esim. laava (voi olla myös subjekti!)
purkittaa	1	0	Entity canning something	NULL	Taho, joka purkittaa jotain	NULL
purkittaa	1	1	Thing canned, substance	NULL	Purkitettu asia, aine	NULL
purra	1	0	Biter	NULL	Purija	NULL
purra	1	1	Entity bitten	NULL	Kohde	NULL
purskahtaa	1	0	Entity bursting	NULL	Taho, joka purskahtaa	NULL
purskahtaa	1	1	Cry, laughter, etc.	NULL	Itku, nauru jne.	NULL
purskauttaa	1	0	Entity squirting	NULL	Taho, joka purskauttaa	NULL
purskauttaa	1	1	Thing squirted	NULL	Asia, jota purskautetaan	NULL
pusertaa	1	0	Entity squeezing	NULL	Taho, joka puristaa	NULL
pusertaa	1	1	Thing under pressure	NULL	Asia, johon paine kohdistuu	NULL
pusia	1	0	Entity who kisses	NULL	Taho, joka suutelee	NULL
pusia	1	1	Entity being kissed	NULL	Taho, jota suudellaan	NULL
puskea	1	0	Entity or thing that squeezes	NULL	Taho tai asia, joka tunkee	NULL
puskea	1	1	Stuff being put in or coming out	NULL	Asia, jota tungetaan sisään tai tulee ulos	NULL
puskea	1	2	Container	NULL	Mihin tungetaan tai mistä tunkee ulos	NULL
putkahtaa	1	1	Entity or thing appearing	NULL	Taho tai asia, joka ilmestyy	NULL
putoilla	1	1	Entity falling	NULL	Taho tai asia, joka putoaa	NULL
putoilla	1	2	EXT	(tags: rare)	EXT	NULL
putoilla	1	3	Start point	NULL	Alkupiste	NULL
putoilla	1	4	End point	NULL	Loppupiste	NULL
putsata	1	0	Entity cleaning (up)	NULL	Taho, joka siivoaa	NULL
putsata	1	1	Thing cleaned (up)	NULL	Siivottu asia	NULL
puuhastella	1	0	Entity performing	NULL	Taho, joka suorittaa	NULL
puuhastella	1	1	Thing performed	NULL	Asia, joka suoritetaan	NULL
puuhastella	1	2	Instrument	(tags:rare)	Väline	NULL
puuhastella	1	3	Entity or thing arg1 is done to	NULL	Taho tai asia, jolle arg1 tehdään	NULL
puuhata	1	0	Entity performing	NULL	Taho, joka suorittaa	NULL
puuhata	1	1	Thing performed	NULL	Asia, joka suoritetaan	NULL
puuhata	1	2	Instrument	(tags:rare)	Väline	NULL
puuhata	1	3	Entity or thing arg1 is done to	NULL	Taho tai asia, jolle arg1 tehdään	NULL
puuhata	2	0	Entity making	NULL	Taho, joka valmistaa	NULL
puuhata	2	1	Thing made	NULL	Valmistettu asia	NULL
puuhata	2	2	Thing from where arg1 is made, thing changed	NULL	Asia, josta arg1 on tehty, muuttuva asia	NULL
puuhata	2	3	Entity to whom arg1 is made	NULL	Taho, jolle arg1 valmistetaan	NULL
puuskuttaa	1	0	Entity who blows	NULL	Taho, joka puhaltaa	NULL
puuskuttaa	1	1	Instrument blown into	NULL	Instrumentti, johon puhalletaan	NULL
puuttua	1	1	Entity or thing not having something	NULL	Taho tai asia, jolta (tai josta) puuttuu jotain	NULL
puuttua	1	2	Thing that is not possessed by arg1	NULL	Asia, joka puuttuu arg1:lta	NULL
puuttua	2	0	Entity intervening	NULL	Taho, joka puuttuu johonkin	NULL
puuttua	2	1	Thing intervened in	NULL	Asia, johon puututaan	NULL
pyhittää	1	0	Entity dedicating something	NULL	Taho, joka kunnioittaa omistuksella	NULL
pyhittää	1	1	Thing dedicated	NULL	Omistettu asia	NULL
pyhittää	1	2	Entity to whom arg1 is dedicated	NULL	Taho, jolle arg1 omistetaan	NULL
pynttäytyä	1	0	Entity who tarts oneself up	NULL	Taho, joka pynttäytyy	NULL
pyrkiä	1	0	Entity or thing trying	NULL	Taho tai asia, joka tavoittelee jotakin	NULL
pyrkiä	1	1	Thing tried	NULL	Tavoiteltu asia	NULL
pystyttää	1	0	Entity who builds	NULL	Taho, joka pystyttää	NULL
pystyttää	1	1	Thing built	NULL	Asia, joka pystytetään	NULL
pystyä	1	0	Entity capable of doing something	NULL	Taho, joka kykenee johonkin	NULL
pystyä	1	1	Thing arg0 is capable of	NULL	Asia, jonka arg0 pystyy tekemään	NULL
pysytellä	1	1	Entity remaining	NULL	Taho, joka pysyy	NULL
pysytellä	1	2	Place or state where arg1 stays	NULL	Paikka tai tila, jossa arg1 pysyy	NULL
pysyä	1	1	Entity or thing remaining	NULL	Taho tai asia, joka pysyy	NULL
pysyä	1	2	Place or state where arg1 stays	NULL	Paikka tai tila, jossa arg1 pysyy	NULL
pysähtyä	1	0	Entity stopping	NULL	Taho, joka pysähtyy	NULL
pysähtyä	1	1	Thing stopping	if not arg0	Asia, joka pysähtyy	jos ei arg0
pysähtyä	1	2	Purpose	NULL	Tarkoitus	NULL
pysäyttää	1	0	Stopper	NULL	Pysäyttäjä	NULL
pysäyttää	1	1	Theme	NULL	Kohde	NULL
pysäyttää	1	2	Instrument	NULL	Väline	NULL
pyydellä	1	0	Entity asking	NULL	Taho, joka pyytää	NULL
pyydellä	1	1	Thing asked	NULL	Pyydetty asia	NULL
pyydellä	1	2	Entity arg1 is asked from	NULL	Taho, jolta arg1:tä pyydetään	NULL
pyyhkiytyä	1	1	Thing swept	NULL	Asia, joka pyyhkiytyy	NULL
pyyhkiytyä	1	2	DIR	NULL	DIR	NULL
pyyhkiä	1	0	Entity who wipes	NULL	Taho, joka pyyhkii	NULL
pyyhkiä	1	1	Thing wiped	NULL	Asia, joka pyyhitään	NULL
pyyhkiä	1	2	Surface	also metaphorical use	Pinta	Myös kuvainnollisesti
pyyhkiä	1	3	Instrument	NULL	Väline	NULL
pyyhkäistä	1	0	Entity who wipes	NULL	Taho, joka pyyhkii	NULL
pyyhkäistä	1	1	Thing wiped	NULL	Asia, joka pyyhitään	NULL
pyyhkäistä	1	2	Surface	also metaphorical use	Pinta	Myös kuvainnollisesti
pyyhkäistä	1	3	Instrument	NULL	Väline	NULL
pyytää	1	0	Entity asking	NULL	Taho, joka pyytää	NULL
pyytää	1	1	Thing asked	NULL	Pyydetty asia	NULL
pyytää	1	2	Entity arg1 is asked from	NULL	Taho, jolta arg1:tä pyydetään	NULL
pyöritellä	1	0	Entity who twiddles	NULL	Taho, joka pyörittelee	NULL
pyöritellä	1	1	Thing twiddled	NULL	Asia, jota pyöritellään	NULL
pyöritellä	1	2	LOC	NULL	LOC	NULL
pyöritellä	1	3	Result	NULL	Lopputulos	NULL
pyörittää	1	0	Entity who manages	NULL	Taho, joka pyörittää liiketoimintaa	NULL
pyörittää	1	1	Business	Metaphorical use with everyday life	Liiketoiminta	Kuvainnollisesti myös esim. arki, jokapäiväinen elämä
pyörittää	2	0	Entity transporting	NULL	Taho,joka kuljettaa	NULL
pyörittää	2	1	Thing transporting	If not arg0	Asia, joka kuljettaa	Jos ei arg0
pyörittää	2	2	Things or entities transported	NULL	Kuljetettavat tahot tai asiat	NULL
pyöriä	1	0	Entity who rolls	NULL	Taho, joka pyörii	NULL
pyöriä	1	1	Thing rolling	NULL	Asia, joka pyörii	NULL
pyöriä	1	2	LOC	NULL	LOC	NULL
pyöriä	2	0	Entity who resides	NULL	Taho, joka oleskelee	NULL
pyöriä	2	1	Country or place resided in	NULL	Paikka, jossa oleskellaan	NULL
pyörtyä	1	0	Fainter	NULL	Pyörtyjä	NULL
pyörtää	1	0	Entity going back on his word	NULL	Taho, joka pyörtää sanansa tms.	NULL
pyörtää	1	1	Word, thought etc.	NULL	Sana, ajatus, jne.	NULL
pyörähtää	1	1	Thing starting up	NULL	Asia, joka käynnistyy	NULL
pyöräillä	1	0	Person riding a bicycle	NULL	Henkilö, joka ajaa pyörällä	NULL
pyöräillä	1	2	Distance, EXT	NULL	Matka, EXT	NULL
pyöräillä	1	3	Start point	NULL	Alkupiste	NULL
pyöräillä	1	4	End point	NULL	Loppupiste	NULL
pyöräyttää	1	0	Entity who spins	NULL	Taho, joka pyöräyttää	NULL
pyöräyttää	1	1	Thing spun	NULL	Asia, joka pyöräytetään	NULL
päihtyä	1	1	Entity becoming intoxicated	NULL	Taho, joka juopuu	NULL
päivitellä	1	0	Entity thinking	NULL	Ajatteleva taho	NULL
päivitellä	1	1	Thing or thought	NULL	Asia tai ajatus	NULL
päivittyä	1	1	Thing becoming more modern	NULL	Asia, joka muuttuu nykyaikaisemmaksi	NULL
päivittää	1	0	Entity updating	NULL	Taho, joka päivittää	NULL
päivittää	1	1	Thing updated	NULL	Asia, joka päivitetään	NULL
päivystää	1	0	Entity on duty	NULL	Taho, joka päivystää	NULL
päivystää	1	1	Thing arg0 is on duty for	E.g. "Hän päivysti puhelinta." ("He 'was on duty for the phone'", "He watched the phone")	Asia, jonka varalta arg0 päivystää	Esim. "Hän päivysti puhelinta"
päivätä	1	0	Assigner of date	NULL	Päivämäärän antaja	NULL
päivätä	1	1	Item being labelled with arg2	NULL	Asia, jolle arg2 annetaan	NULL
päivätä	1	2	Date	NULL	Päivämäärä	NULL
pärjätä	1	0	Entity succeeding	NULL	Tekevä taho	NULL
pärjätä	1	1	Task	NULL	Tehtävä	NULL
pärskiä	1	0	Entity splashing	NULL	Taho, joka pärskii	NULL
pärskiä	1	1	Splashed liquid	usually water	Pärskitty neste	usein vesi
pärskiä	2	1	Thing splashing	NULL	Asia, joka pärskyy	NULL
pätevöityä	1	0	Entity who qualifies	NULL	Taho, joka pätevöityy	NULL
pätevöityä	1	1	Thing qualified in	NULL	Asia, johon pätevöidytään	NULL
päteä	1	1	Thing being accurate	NULL	Asia, joka pitää paikkansa	NULL
päällystää	1	0	Entity who physically covers something (causes the covering)	NULL	Taho, joka peittää jotakin (aiheuttaa peittämisen)	NULL
päällystää	1	1	Thing covered	NULL	Asia, joka peitetään	NULL
päällystää	1	2	Instrument, thing covered by	Note: may be the subject!	Väline, asia, jolla peitetään	Huom! Saattaa olla subjekti!
pääomittaa	1	0	Entity who assigns value	NULL	Taho, joka pääomittaa	NULL
pääomittaa	1	1	Thing capitalised	NULL	Asia, joka pääomitetaan	NULL
pääomittaa	1	2	Value	NULL	Arvo	NULL
päästä	1	1	Entity, who is allowed to enter or arrives	NULL	Taho, joka pääsee johonkin tai perille	NULL
päästä	1	2	Place or state	NULL	Paikka tai tila	NULL
päästä	2	0	Entity getting through	NULL	Taho, joka pääsee läpi	NULL
päästä	2	1	Thing got through	NULL	Asia, josta päästään läpi	NULL
päästä	3	1	Entity getting one's hands on	NULL	Taho, joka pääsee käsiksi	NULL
päästä	3	2	Thing handled	NULL	Asia, jota käsitellään	NULL
päästä	4	1	Sound emitting	NULL	Ääni, joka pääsee	NULL
päästä	4	2	Source of the sound	NULL	Äänilähde	NULL
päästä	5	0	Entity doing an action	NULL	Taho, joka tekee jotain	NULL
päästä	5	1	Action continuing	I couldn't stop crying	Teko, joka jatkuu	Itkin itkemästä päästyäni.
päästää	1	0	Entity releasing something	NULL	Taho, joka laskee jotain (liikkeelle, vapaaksi)	NULL
päästää	1	1	Thing released	NULL	Laskettu asia	NULL
päästää	1	2	Released from	(tags: rare)	Paikka tai tila, josta asia on laskettu (liikkeelle)	(tags: rare)
päästää	1	3	Released to	NULL	Paikka tai tila, johon asia lasketaan	NULL
päästää	2	0	Entity releasing something	NULL	Taho, joka laskee jotain/jostain irti	NULL
päästää	2	1	Thing released	NULL	Irrotettu asia	NULL
päästää	2	2	Released from	(tags: rare)	Paikka tai tila, josta asia on laskettu irti	(tags: rare)
päästää	2	3	Released to	NULL	Paikka tai tila, johon asia lasketaan irti	NULL
päätellä	1	0	Entity or thing causing something to end	Causer, does not have to be animate	Taho tai asia, joka aiheuttaa jonkin loppumisen	Aiheuttaja, ei tarvitse olla elollinen
päätellä	1	1	Thing ending	NULL	Asia, joka loppuu	NULL
päätellä	1	2	Instrument, thing arg1 is ended with	(tags: rare)	Väline, asia jolla arg1 lopetetaan	NULL
päätellä	2	0	Entity reaching a conclusion	NULL	Taho, joka päättelee	NULL
päätellä	2	1	Conclusion	NULL	Asia, joka päätellään	NULL
päätellä	2	2	Source of conclusion	NULL	Päätelmän lähde	NULL
päättyä	1	1	Thing ending	NULL	Asia, joka päättyy	NULL
päättyä	1	2	Reason or end state	NULL	Syy tai lopputila	NULL
päättää	1	0	Entity or thing causing something to end	Causer, does not have to be animate	Taho tai asia, joka aiheuttaa jonkin loppumisen	Aiheuttaja, ei tarvitse olla elollinen
päättää	1	1	Thing ending	NULL	Asia, joka loppuu	NULL
päättää	1	2	Instrument, thing arg1 is ended with	(tags: rare)	Väline, asia jolla arg1 lopetetaan	NULL
päättää	2	0	Decider	NULL	Päättäjä	NULL
päättää	2	1	Decision	NULL	Päätös, asia tai teko	NULL
päätyä	1	1	Entity ending up	NULL	Taho tai asia, joka päätyy	NULL
päätyä	1	2	New state or place	NULL	Uusi tila tai paikka	NULL
pölliä	1	0	Thief	NULL	Varas	NULL
pölliä	1	1	Thing stolen	NULL	Asia, joka varastetaan	NULL
pölliä	1	2	Stolen from	NULL	Taho tai paikka, jolta/josta varastetaan	NULL
pörrätä	1	0	Entity celebrating something	NULL	Taho, joka juhlii	NULL
pörrätä	1	1	Reason to celebrate	NULL	Juhlittava asia	NULL
pörröttää	1	0	Entity who tousles	NULL	Taho, joka pörröttää	NULL
pörröttää	1	1	Entity whose hair is tousled	NULL	Henkilö, jonka tukkaa pörrötetään	NULL
raadella	1	0	Attacker	NULL	Hyökkääjä	NULL
raadella	1	1	Victim	NULL	Uhri	NULL
raahata	1	0	Entity dragging	NULL	Taho, joka raahaa	NULL
raahata	1	1	Thing (or entity) dragged	NULL	Asia (tai taho), jota raahataan	NULL
raahata	1	2	Destination, DIR	NULL	Määränpää, DIR	NULL
raapaista	1	0	Entity or thing scratching	NULL	Taho tai asia, joka raapaisee	NULL
raapaista	1	1	Thing scratched	NULL	Asia, jota raapaistaan	NULL
raapia	1	0	Scratcher	NULL	Raapija	NULL
raapia	1	1	Thing scratched	NULL	Kohde	NULL
raapustaa	1	0	Entity who writes	NULL	Taho, joka kirjoittaa	NULL
raapustaa	1	1	Thing written	NULL	Kirjoitettu asia	NULL
raapustaa	1	2	Entity arg1 is written for	NULL	Taho, jolle arg1 on kirjoitettu	NULL
raaskia	1	1	Entity having the heart to do something	NULL	Taho, joka raskii, hennoo	NULL
raaskia	1	2	Action	NULL	Teko	NULL
raastaa	1	0	Tearer	NULL	Raastaja	NULL
raastaa	1	1	Object	NULL	Kohde	NULL
raataa	1	0	Entity working hard	NULL	Taho, joka ahkeroi	NULL
raataa	1	2	Thing arg0 is working hard with	NULL	Asia, jonka parissa arg0 ahkeroi	NULL
radioida	1	0	Entity broadcasting, transmitter	NULL	Taho, joka lähettää ohjelmaa	NULL
radioida	1	1	Message, show	NULL	Viesti, ohjelma	NULL
radioida	1	2	Audience	NULL	Yleisö	NULL
radioida	1	3	Source	NULL	Lähde	NULL
rahista	1	1	Surface or material rasping	NULL	Pinta tai materiaali, joka rahisee	NULL
rahoittaa	1	0	Financer	NULL	Rahoittaja	NULL
rahoittaa	1	1	Entity or thing financed	NULL	Taho tai asia, jota rahoitetaan	NULL
rahoittaa	1	2	Money		Raha	
raiskata	1	0	Assaulter	NULL	Raiskaaja	NULL
raiskata	1	1	Victim	NULL	Uhri	NULL
raiskata	2	1	Thing staining or polluting	NULL	Asia, joka saastuttaa	NULL
raiskata	2	2	Thing stained	NULL	Asia, joka saastuu	NULL
raivata	1	0	Entity removing	NULL	Taho, joka raivaa	NULL
raivata	1	1	Thing removed	NULL	Asia, joka raivataan pois	NULL
raivostua	1	1	Entity getting angry	NULL	Taho, joka raivostuu	NULL
raivota	1	0	Angry entity	NULL	Vihainen taho	NULL
raivota	1	1	Target of anger	NULL	Vihan kohde	NULL
rajata	1	0	Entity defining	NULL	Taho, joka määrittää jotakin	NULL
rajata	1	1	Entity defined	NULL	Määritettävä taho tai asia	NULL
rajata	1	2	Entity as which arg1 is defined	NULL	Taho tai asia joksi arg1 määritellään	NULL
rajoittaa	1	0	Entity limiting	NULL	Rajoittava taho	NULL
rajoittaa	1	1	Thing limited	NULL	Rajoitettu asia	NULL
rajoittaa	1	2	The limit	NULL	Raja	NULL
rajoittua	1	1	Thing being limited to	NULL	Rajoittuva taho	NULL
rajoittua	1	2	Limit	NULL	Raja	NULL
rakastaa	1	0	Creature feeling affection	NULL	Olento, joka tuntee kiintymystä	NULL
rakastaa	1	1	Object of affection	NULL	Kiintymyksen kohde	NULL
rakastella	1	0	Entity making love	NULL	Taho, joka rakastelee	NULL
rakastella	1	1	With whom	NULL	Kenen kanssa	NULL
rakastua	1	1	Person who falls in love	NULL	Henkilö, joka rakastuu	NULL
rakastua	1	2	Person who arg1 falls in love with	NULL	Henkilö tai asia, johon rakastutaan	NULL
rakennuttaa	1	0	Entity making the order	NULL	Taho, joka tekee tilauksen	NULL
rakennuttaa	1	1	Entity who builds	NULL	Taho, joka rakentaa	NULL
rakennuttaa	1	2	Building	NULL	Rakennus	NULL
rakentaa	1	0	Entity who builds	NULL	Taho, joka rakentaa	NULL
rakentaa	1	1	Construction	NULL	Rakennus, valmiiksi tuleva asia	NULL
rakentaa	1	2	Material, start state	NULL	Materiaali, alkutila	NULL
rakentaa	1	4	End state	NULL	Lopputila	NULL
rakentua	1	1	Entity or thing which includes arg2	NULL	Taho tai asia, joka sisältää arg2:n	NULL
rakentua	1	2	Entity or thing included in something	NULL	Taho tai asia joka sisältyy johonkin	NULL
rakoilla	1	1	Thing in pieces	NULL	Asia, joka rakoilee	NULL
rallatella	1	0	Entity humming	NULL	Taho, joka hyräilee	NULL
rallatella	1	1	Sound or song	NULL	Ääni tai laulu	NULL
rampata	1	0	Entity traipsing	NULL	Ramppaava taho	NULL
rangaista	1	0	Entity punishing	NULL	Taho, joka rankaisee	NULL
rangaista	1	1	Entity punished	NULL	Taho, jota rangaistaan	NULL
rangaista	1	2	Reason	NULL	Syy	NULL
ranskalaistua	1	1	Thing becoming French	NULL	Asia, josta tulee ranskalainen	NULL
raottaa	1	0	Entity opening	NULL	Taho, joka raottaa	NULL
raottaa	1	1	Object	NULL	Kohde	NULL
rapautua	1	1	Thing disintegrating	NULL	Asia, joka rapautuu	NULL
rapistua	1	1	Entity or thing deteriorating	NULL	Taho tai asia, joka rapistuu	NULL
rapistua	1	2	End state	NULL	Lopputila	NULL
raportoida	1	0	Entity reporting	NULL	Taho, joka tiedottaa	NULL
raportoida	1	1	Thing reported	NULL	Asia, josta tiedotetaan	NULL
raportoida	1	2	Entity reported to	NULL	Taho, jolle tiedotetaan	NULL
rappeutua	1	1	Thing decaying	NULL	Asia, joka rappeutuu	NULL
rasittaa	1	0	Entity or thing causing strain	Causer	Taho tai asia, joka kuormittaa	Aiheuttaja
rasittaa	1	1	Entity experiencing strain		Asia, jota rasitetaan	
raskia	1	1	Entity having the heart to do something	NULL	Taho, joka raskii, hennoo	NULL
raskia	1	2	Action	NULL	Teko	NULL
rassata	1	0	Entity tinkering	NULL	Rassaaja	NULL
rassata	1	1	Target	NULL	Kohde	NULL
ratifioida	1	0	Entity ratifying arg1	NULL	Taho, joka vahvistaa arg1:n	NULL
ratifioida	1	1	Entity or thing ratified	NULL	Taho tai asia, joka vahvistetaan	NULL
ratkaista	1	0	Entity solving	NULL	Taho, joka ratkaisee	NULL
ratkaista	1	1	Thing solved	NULL	Ratkaistu asia	NULL
ratkaista	1	2	Beneficiary	(tags: rare)	Taho, joka hyötyy ratkaisusta	(tags: rare)
ratketa	1	1	Thing being decided	NULL	Asia, joka ratkeaa	NULL
ratketa	1	2	Grounds for the decision	NULL	Perusteet	NULL
ratkoa	1	0	Entity solving	NULL	Taho, joka ratkaisee	NULL
ratkoa	1	1	Thing solved	NULL	Ratkaistu asia	NULL
ratkoa	1	2	Beneficiary	(tags: rare)	Taho, joka hyötyy ratkaisusta	(tags: rare)
ratsastaa	1	0	Entity riding	NULL	Taho, joka ratsastaa	NULL
ratsastaa	1	1	Animal or thing ridden on	(e.g. a horse)	Eläin tai asia, jolla ratsastetaan	(esim. hevonen)
ratsastaa	1	2	DIR, destination, path	NULL	DIR, päämäärä, polku	NULL
ratsastaa	1	3	Competition, distance	NULL	Kilpailu, ajettu matka	NULL
ratsata	1	0	Entity having a raid	NULL	Taho, joka pitää ratsian	NULL
ratsata	1	1	Thing or place raided	NULL	Asia tai paikka, joka ratsataan	NULL
raueta	1	1	Thing that expires	NULL	Asia, joka raukeaa	NULL
raueta	1	2	Expiration date or time	NULL	Raukeamisaika	NULL
rauhoitella	1	0	Entity steading	Also causer	Taho, joka rauhoittaa	Myös aiheuttaja
rauhoitella	1	1	Thing made steady	NULL	Asia, joka rauhoitetaan	NULL
rauhoittaa	1	0	Entity steading	Also causer	Taho, joka rauhoittaa	Myös aiheuttaja
rauhoittaa	1	1	Thing made steady	NULL	Asia, joka rauhoitetaan	NULL
rauhoittua	1	1	Entity or thing becoming calm	NULL	Taho tai asia, joka rauhoittuu	NULL
raunioitua	1	1	Thing falling into ruins	NULL	Asia, joka muuttuu raunioksi	NULL
ravata	1	0	Creature running, agent	NULL	Olio, joka juoksee, agentti	NULL
ravata	1	2	EXT, distance	NULL	EXT, matka	NULL
ravata	1	3	Start point	NULL	Alkupiste	NULL
ravata	1	4	End point	NULL	Loppupiste	NULL
ravistella	1	0	Entity or thing causing trembling motion	Agent or causer	Taho tai asia, joka aiheuttaa vapinaa	Agentti tai aiheuttaja
ravistella	1	1	Entity or thing trembling	NULL	Taho tai asia, joka vapisee	NULL
ravita	1	0	Entity feeding someone	Agent only	Taho, joka ruokkii jotakuta	Vain agentti
ravita	1	1	Entity fed	NULL	Taho, jota ruokitaan	NULL
ravita	1	2	Nourishment, substance	Can be the subject	Ravinto, aine	Voi olla subjekti
